"Notice
Date","Received
Date","Effective
Date",Company,County,No. Of Employees,Layoff/Closure Type,Address
05/12/2022,05/16/2022,10/01/2022,"KIOXIA America, Inc",Orange County,9,Closure Permanent,"205 Technology Drive, Suite 200 Irvine CA
92618"
05/17/2022,05/17/2022,04/28/2022,"Netflix, Inc.",Los Angeles County,106,Layoff Permanent,"5808 W. Sunset Blvd. Los Angeles CA
90028"
05/12/2022,05/17/2022,04/13/2022,PayPal,Santa Clara County,83,Layoff Permanent,2211 N. First St. San Jose CA 95131
05/16/2022,05/18/2022,07/30/2022,Valiant Integrated Services,San Bernardino County,114,Closure Permanent,"Operations Group Building 990, Inner Loop
Road Fort Irwin CA 92310"
05/19/2022,05/20/2022,07/18/2022,"Nationstar Mortgage, LLC dba Mr. Cooper",Orange County,120,Layoff Permanent,"1600 E. St. Andrew Place Santa Ana CA
92705"
05/13/2022,05/23/2022,05/06/2022,"iHerb, LLC",Los Angeles County,43,Layoff Permanent,"301 N. Lake Avenue, Suite 500, Pasadena,
California Pasadena CA 91101"
05/05/2022,05/23/2022,07/04/2022,Wells Fargo,San Bernardino County,31,Layoff Permanent,"1003 E. Brier Drive San Bernardino CA
92408"
05/09/2022,05/24/2022,07/18/2022,Pennymac,Los Angeles County,10,Layoff Permanent,251 S. Lake Avenue Pasadena CA 91101
05/19/2022,05/24/2022,07/18/2022,Pennymac,Los Angeles County,9,Layoff Permanent,29903 Agoura Road Agoura Hills CA 91301
05/25/2022,05/25/2022,06/03/2022,Azusa Pacific University,Los Angeles County,24,Layoff Permanent,901 E. Alosta Ave. Azusa CA 91702
05/19/2022,05/25/2022,07/18/2022,Pennymac,Ventura County,12,Layoff Permanent,6101 Condor Drive Moorpark CA 93021
05/25/2022,05/26/2022,07/29/2022,Aisin Electronics Inc.,San Joaquin County,91,Closure Permanent,199 Frank W. Circle Stockton CA 95206
05/27/2022,05/27/2022,08/31/2022,DistributionNOW,Kern County,12,Closure Permanent,4101 Well Tech Way Bakersfield CA 93308
05/27/2022,05/27/2022,07/29/2022,Dacor,Los Angeles County,12,Layoff Permanent,"14425 Clark Avenue City of Industry CA
91745"
05/22/2022,05/27/2022,07/27/2022,Artisan Bakers,Sonoma County,111,Layoff Permanent,"21684 8th Street East, Suite 400 Sonoma
CA 95476"
05/27/2022,05/31/2022,08/26/2022,Cathay Pacific Airways Limited,Los Angeles County,49,Layoff Permanent,"LAX Tom Bradley Terminal 380 World Way,
Box N-22 Los Angeles CA 90045"
05/27/2022,05/31/2022,07/31/2022,Sweda,Los Angeles County,130,Layoff Permanent,"17411 E. Valley Blvd. City of Industry CA
91744"
05/31/2022,05/31/2022,07/29/2022,Sharp and CHildren's MRI Center (SCMRI),San Diego County,65,Closure Permanent,7901 Frost Street San Diego CA 92123
05/27/2022,05/31/2022,08/26/2022,Cathay Pacific Airways Limited,San Francisco County,12,Layoff Permanent,"SFO PO Box 251925 San Francisco CA
94125"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Kern County,93,Closure Permanent,"5500 Ming Avenue, Suite 140 Bakersfield
CA 93309"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Orange County,92,Closure Permanent,"1400 Reynolds Avenue, Suite 160 Irvine
CA 92614"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Riverside County,70,Closure Permanent,"73321 Fred Waring Dr. Palm Desert CA
92260"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Riverside County,44,Closure Permanent,"29995 Technology Drive, Suite 200
Murrieta CA 92563"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,San Bernardino County,47,Closure Permanent,60 East 9th Street Upland CA 91786
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,San Diego County,110,Closure Permanent,"5050 Murphy Canyon Rd Suite 150 San
Diego CA 92123"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,San Luis Obispo County,22,Closure Permanent,889 Murray Ave San Luis Obispo CA 93405
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Santa Barbara County,5,Closure Permanent,"4141 State Street E-12/13 Santa Barbara
CA 93110"
06/01/2022,06/06/2022,07/31/2022,360 Behavioral Health,Ventura County,20,Closure Permanent,"990 Enchanted Way #100 Simi Valley CA
93065"
05/31/2022,06/08/2022,06/26/2022,The Vons Companies Inc.,San Diego County,45,Closure Permanent,940 S. Santa Fe Avenue Vista CA 92084
06/01/2022,06/08/2022,07/31/2022,Carbon Health,San Francisco County,131,Layoff Permanent,"300 California Street, 7th Floor San
Francisco CA 94104"
05/31/2022,06/13/2022,05/24/2022,"Bright Futures Academy, LLC",Riverside County,44,Layoff Permanent,9994 County Farm Rd Riverside CA 92503
06/02/2022,06/13/2022,07/04/2022,Wells Fargo,San Bernardino County,1,Closure Permanent,"1003 E. Brier Drive San Bernardino CA
92408"
06/01/2022,06/14/2022,07/31/2022,"Coram, CVS Specialty Infusion Services",Los Angeles County,63,Closure Permanent,"2710 Media Center Drive, Building #6 Suite
150 Los Angeles CA 90065"
05/24/2022,06/14/2022,07/25/2022,"Illume Ag HR, Inc.",Riverside County,186,Layoff Permanent,65500 Lincoln Street Mecca CA 92254
05/24/2022,06/14/2022,07/25/2022,"Illume Ag HR, Inc.",Riverside County,22,Layoff Permanent,88100 58th Avenue Thermal CA 92274
05/23/2022,06/14/2022,08/15/2022,Silgan Containers,Sacramento County,58,Layoff Temporary,"6200 Franklin Blvd. Suite 100 Sacramento
CA 95824"
06/14/2022,06/14/2022,09/01/2022,SummerBio LLC,San Mateo County,101,Closure Permanent,"185 Constitution Drive Menlo Park CA
94025"
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,Los Angeles County,29,Layoff Permanent,901 E. Alosta Ave. Azusa CA 91702
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,Los Angeles County,1,Layoff Permanent,606 E. Huntington Dr. Monrovia CA 91016
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,Los Angeles County,1,Layoff Permanent,"3580 Wilshire Blvd., Suite 200 Los Angeles
CA 90010"
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,San Bernardino County,2,Layoff Permanent,15283 Pahute Ave. Victorville CA 92395
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,San Bernardino County,1,Layoff Permanent,"375 W. Hospitality Lane San Bernardino
CA 92408"
06/15/2022,06/15/2022,08/15/2022,Azusa Pacific University,San Diego County,2,Layoff Permanent,"5353 Mission Center Rd., Ste. 300 San
Diego CA 92108"
06/01/2022,06/16/2022,05/06/2022,"iHerb, LLC",Orange County,40,Layoff Permanent,"17400 Laguna Canyon Road Suite 400
Irvine CA 92618"
06/02/2022,06/17/2022,08/08/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,08/15/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,08/22/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,08/29/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,09/05/2022,Silgan Containers,Stanislaus County,164,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,09/12/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,09/19/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,09/26/2022,Silgan Containers,Stanislaus County,80,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,10/03/2022,Silgan Containers,Stanislaus County,110,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,10/10/2022,Silgan Containers,Stanislaus County,110,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,10/17/2022,Silgan Containers,Stanislaus County,120,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/02/2022,06/17/2022,10/24/2022,Silgan Containers,Stanislaus County,120,Layoff Temporary,3250 Patterson Road Riverbank CA 95367
06/21/2022,06/22/2022,08/22/2022,"Yanka Industries, Inc. dba MasterClass",San Francisco County,95,Layoff Permanent,"475 Brannan Street, Suite 230 San
Francisco CA 94107"
"Summary
by Month",Notices,"Employees
Affected","Permanent
Layoff","Temporary
Layoff","Not Identified
Layoff",Permanent Closure,Temporary Closure,"Not Identified
Closure"
July 2021,62,"2,330",42,1,0,16,3,0
August 2021,57,"4,780",17,1,0,38,1,0
September 2021,51,"3,360",21,0,2,25,2,0
October 2021,47,"3,609",20,8,0,19,0,0
November 2021,49,"3,919",28,2,0,19,0,0
December 2021,65,"3,487",27,2,0,36,0,0
January 2022,39,"2,653",17,1,0,20,1,0
February 2022,31,"1,251",21,0,0,10,0,0
March 2022,59,"4,266",35,1,0,22,1,0
April 2022,34,"2,669",14,1,0,19,0,0
May 2022,65,"2,838",46,0,0,19,0,0
June 2022,38,"2,509",12,13,0,13,0,0
Total,597,"37,671",300,30,2,256,8,0
